AAPL_Value,EBAY_Value,GOOG_Value,INTC_Value,MSFT_Value,ORCL_Value,TotalValue,PreviousTotalValue,ArithmeticReturn,LogReturn
319.229560744591,138.1599005350779,139.6806626090001,112.38623910700544,246.40852784364665,116.1643675965021,1072.0292584358233,970.4202283194284,0.10470621608162611,0.09957943182117376
287.01667741397387,131.78922183098814,125.6132801472459,114.99274068070163,230.35683328182887,121.19909194525637,1010.9678452999948,1072.0292584358233,-0.05695871885523163,-0.05864522090729589
269.79220417396186,120.48218078346792,138.55496218421595,98.33679376786905,221.7485088951136,113.91090025461524,962.8255500592436,1010.9678452999948,-0.047620006377616764,-0.04879117086643633
295.04653461721693,127.56491397789686,150.4983161359279,107.37543238801236,234.45297436762706,117.65391016789036,1032.5920816545715,962.8255500592436,0.07246019966029693,0.06995526125759756
329.4184219319451,127.50695605426462,149.74101065897372,111.44474715675041,244.23579992623056,131.86125976616634,1094.2081954943308,1032.5920816545715,0.059671301895932505,0.05795876748433207
327.60618545323473,143.39140479047055,156.9089010749646,124.17298567518343,254.7115419261333,123.17786496746187,1129.9688838874483,1094.2081954943308,0.03268179542099103,0.032159103400975796
301.0421822541983,143.16303227837318,174.0995239379961,135.9616938268918,255.17272627449285,131.99753809314961,1141.4366966651019,1129.9688838874483,0.010148786343744831,0.010097633215270975
303.70480715616486,155.88601161663135,176.8150494276614,144.03367089768395,259.4914834790213,143.5787824621373,1183.5098050393,1141.4366966651019,0.036859782497900895,0.03619670554181855
326.85258713638996,142.01304422863873,206.00371451514744,129.47276333966855,277.55254648511067,155.07817774857156,1236.9728334535268,1183.5098050393,0.045173287273654106,0.04418269681155792
309.82119200468935,154.96961277071674,206.12680800291287,128.5500427216344,274.8009975290658,161.8113886663401,1236.0800416953591,1236.9728334535268,-0.0007217553482360417,-0.0007220159390234697
341.10572194012246,179.26127337849644,214.2263666777318,127.12271325844536,298.8444385839343,159.96190380423053,1320.522417642961,1236.0800416953591,0.06831465042650797,0.06608231365130401
363.27161762404967,174.1548394400933,231.1588429779702,121.6428933775675,314.29969569232924,179.0734882230331,1383.601377335043,1320.522417642961,0.047768185416097175,0.04666236430911415
378.14021397171115,195.9337855582884,248.6657452975113,122.41279057598814,333.02021126599385,183.83861444717002,1462.011361116663,1383.601377335043,0.056670935043910964,0.05512333868665368
352.940787016778,178.29641407216698,227.81595371332037,121.43056047844341,311.5966377325353,179.71339204175698,1371.7937450550012,1462.011361116663,-0.06170787619102691,-0.0636939458288208
373.6433331635258,196.33840088935835,253.46682382115938,111.67599984540975,366.5283583992805,197.88483962985973,1499.5377557485933,1371.7937450550012,0.09312187867460375,0.08903771137176768
412.30468418345265,172.64064813752023,243.520165358218,112.13182220985676,365.3898811358435,187.81043368555862,1493.7976347104498,1499.5377557485933,-0.0038279269835910235,-0.003835272246832819
443.5559692493026,170.61919338938284,247.32806648792038,118.18999528149116,372.4031632261714,180.5041723066304,1532.6005599408988,1493.7976347104498,0.025976025352303145,0.02564437937254441
436.5867712416634,154.12170626872202,231.97513951227805,112.03952069996312,344.34447143114903,167.98213056823704,1447.0497397220129,1532.6005599408988,-0.05582068965326814,-0.05743918347316086
412.45683446620944,140.06166916639805,230.59473372669612,109.46917213289746,330.84669226971465,157.82414189448784,1381.2532436564036,1447.0497397220129,-0.04546940872830618,-0.04653558680482461
436.7178255655112,146.91210004731994,238.72933864200442,114.60419868436644,342.09392633505144,171.86775484967407,1450.9251441239276,1381.2532436564036,0.05044107645538709,0.049210148778202636
394.29902463296946,133.76325573464527,196.53400186218104,100.7989850971247,307.930001831297,152.48509731691098,1285.8103664751284,1450.9251441239276,-0.11379965280600046,-0.1208122284384456
372.2643018603877,125.39018368046014,194.94845393957127,102.71828993139133,301.6609257747245,149.99496045307737,1246.9771156396123,1285.8103664751284,-0.030201382605097526,-0.03066683997193185
342.45337801912075,107.84178311096332,186.97111691296604,87.19195715706874,285.63660164133455,145.71949862589776,1155.8143354673512,1246.9771156396123,-0.07310701939024833,-0.075917167103724
407.0516238879927,125.85426451121062,199.39483223430852,84.62818208518375,312.22837665823585,162.341581067584,1291.4988604445155,1155.8143354673512,0.11739301098242616,0.11099830330921609
393.8013734602136,114.20827410380797,186.5907623778738,74.39634335519179,290.79700824101633,155.3374274334636,1215.1311889715669,1291.4988604445155,-0.05913104053894702,-0.060951405777128924
346.64129550230643,95.73797881592435,164.36740125587988,60.66881918415065,259.5723569453158,127.93602881436571,1054.9238805179427,1215.1311889715669,-0.131843631294837,-0.1413834322687018
384.61634282565666,103.61862122837786,161.8202655924146,66.93110402691197,258.71417253904883,163.54946480439213,1139.249971016802,1054.9238805179427,0.07993571105571817,0.07690151256407708
371.2974504217838,118.18348625658325,173.4276860889385,70.79206260556897,284.35933448639554,174.83434747401338,1192.8943673332835,1139.249971016802,0.047087467791289805,0.04601246974695251
326.43859565859213,108.40290185257179,151.6829922326619,63.06300002735509,268.03811384203243,172.1180348892269,1089.7436385024403,1192.8943673332835,-0.08647096646238406,-0.09044012092407241
